national_candidate_id,name,city,region,source_ministries,presence_confidence,identity_confidence,official_verification,publication_readiness,matching_decision,existing_establishment_id,in_fresh_final_lot,in_approved_snapshot,blocking_reasons
NAT-EST-b411bf38-b9d7-48c9-835c-efa41386d0ad,Cameroon Institute of Renewable Energy (CIRE),"Bobende Quater 3, Limbe 2 subdivision",South West,MINESUP,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,b411bf38-b9d7-48c9-835c-efa41386d0ad,false,false,
NAT-EST-62cb5449-2dbe-4460-a1d0-8a4788f96f4b,JSF Polytechnic,Muea,Sud-Ouest,MINESUP,STRONG_DOCUMENTARY,RESOLVED,OFFICIALLY_VERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,62cb5449-2dbe-4460-a1d0-8a4788f96f4b,false,false,
NAT-EST-8ab8c4c6-9397-4650-a5e5-76e3d06c9f54,Ecole Supérieure Technique la Salle (EST),Akwa,Littoral,MINESUP,STRONG_DOCUMENTARY,RESOLVED,OFFICIALLY_VERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,8ab8c4c6-9397-4650-a5e5-76e3d06c9f54,false,false,
NAT-EST-039481d1-1041-4bd6-a169-f2003c48cc36,HIBMAT University Institute of Buea (HUIB),MOLYKO,Sud-Ouest ; Molyoko ; Buea,MINESUP,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,039481d1-1041-4bd6-a169-f2003c48cc36,false,false,
NAT-EST-41f5e543-fe78-4496-a711-3ce5f4c6b9c3,Institut Supérieur Dale Kietzman,Ndokotti,Littoral,MINESUP,STRONG_DOCUMENTARY,RESOLVED,OFFICIALLY_VERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,41f5e543-fe78-4496-a711-3ce5f4c6b9c3,false,false,
NAT-EST-da36c1eb-2d7c-4250-8a19-d419dc5bdb70,Buea Polytechnic,Buea,Sud-Ouest,MINESUP,STRONG_DOCUMENTARY,RESOLVED,OFFICIALLY_VERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,da36c1eb-2d7c-4250-8a19-d419dc5bdb70,false,false,
NAT-EST-9796b99c-c0d2-4afc-8b44-d485624ca70f,Institut Supérieur du Personnel Médico- Sanitaire (ISPM),Ekounou,Centre,MINESUP,STRONG_DOCUMENTARY,RESOLVED,OFFICIALLY_VERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,9796b99c-c0d2-4afc-8b44-d485624ca70f,false,false,
NAT-EST-18fa4aea-9d18-4528-97fe-5d9b0ca9ce2c,ECOLE DES INFIRMIERS DIPLOMES D'ETAT DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,18fa4aea-9d18-4528-97fe-5d9b0ca9ce2c,false,false,
NAT-EST-867a6ed2-0ce5-4d50-81bf-0ddb5142a01d,ECOLE DES SCIENCES DE LA SANTE DE L'INSTITUT SUPERIEUR DE BAFANG,BAFANG,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,867a6ed2-0ce5-4d50-81bf-0ddb5142a01d,false,false,
NAT-EST-dc9a9764-ddcf-4c53-b708-6db5d5db22a0,INSTITUT UNIVERSITAIRE ROYAL BABOUTCHA NINTCHEU (IURB) DE BAFANG,BAFANG,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,dc9a9764-ddcf-4c53-b708-6db5d5db22a0,false,false,
NAT-EST-fd9f65e4-40a0-4fe4-9271-6453cf971a40,ECOLE PRIVEE DES SCIENCES DE LA SANTE MENO DE BAMENA,BAMENA,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,fd9f65e4-40a0-4fe4-9271-6453cf971a40,false,false,
NAT-EST-488232bf-d0eb-4baf-8791-9551a287347c,ECOLE PRIVEE FONDATION TCHUENTE DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,488232bf-d0eb-4baf-8791-9551a287347c,false,false,
NAT-EST-3010c42d-94af-43c4-856b-4ad194fa18d5,"COMPLEXE PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES ""FONDATION TSOPJIO ET TAKOUDJOU"" DE DSCHANG",DSCHANG,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,3010c42d-94af-43c4-856b-4ad194fa18d5,false,false,
NAT-EST-e6601716-f6ec-47a2-996a-10d5eeebb407,ECOLE DES INFIRMIERS DIPLOMES D'ETAT DE FOUMBAN,FOUMBAN,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,e6601716-f6ec-47a2-996a-10d5eeebb407,false,false,
NAT-EST-d983e271-8d5f-4342-b0a5-7cf94dd54477,INSTITUT DES SCIENCES ET TECHNIQUES MEDICO-SANITAIRES DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,STRONG_DOCUMENTARY,RESOLVED,UNVERIFIED,ALREADY_LIVE,EXACT_IDENTIFIER,d983e271-8d5f-4342-b0a5-7cf94dd54477,false,false,
NAT-STG-88dd575f-5dfe-4578-9fdb-92c8c7b27577,Florence Nigtingale Higher Institute of Health and Biomedical Sciences,,Nord-Ouest,MINESUP,SINGLE_SOURCE,PROBABLE,UNVERIFIED,DUPLICATE_REVIEW,PROBABLE_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-5e1f5128-0739-4655-94c0-9ee4fe57a6a0,Impact Polytechnic,,Nord-Ouest,MINESUP,SINGLE_SOURCE,RESOLVED,UNVERIFIED,SOURCE_REVIEW,NO_MATCH,,false,false,"provenance traçable mais incomplète (ex. URL de listing générique partagée, pas d'URL par-institution/sha256) — insuffisant pour publication même non vérifiée."
NAT-STG-12138617-9841-4df0-b8b4-156ba5b6bbba,University of Bamenda,,Nord-Ouest,MINESUP,SINGLE_SOURCE,CONFLICTING,UNVERIFIED,IDENTITY_REVIEW,AMBIGUOUS,,false,false,identity_confidence=CONFLICTING ou matching AMBIGUOUS — identité non résolue avec suffisamment de certitude.
NAT-STG-2c29d228-e387-4db1-a855-7425c05e6a96,ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-265476d2-d4fe-4e6d-adc7-39cabdc01fa8,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,SINGLE_SOURCE,PROBABLE,UNVERIFIED,DUPLICATE_REVIEW,PROBABLE_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-7517d1df-be2c-4b4e-bb15-fc4548735739,ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM,BAMOUGOUM,Ouest,MINSANTE,SINGLE_SOURCE,PROBABLE,UNVERIFIED,DUPLICATE_REVIEW,STRONG_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-68c3cd5b-de66-4f3c-9c3c-fdbdaad7f54c,COMPLEXE DE FORMATION DES PERSONNELS DE SANTE � ROIS MAGES � COFPSAROMA DE BALENG,BALENG,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-3c04b5c8-4a6d-4ad8-b625-bda87186c800,COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN,MBOUO BANDJOUN,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-8bf90bbd-3520-4f16-8cd7-e708892473bd,COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA,MBOUDA,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-92c96f6f-bf11-4de7-b9cf-44f2be0564b4,ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-276633af-df10-4d1e-b91e-596c7a50ed34,ECOLE DES METIERS DE LA SANTE EMES DE BAMOUGOUM,BAMOUGOUM,Ouest,MINSANTE,SINGLE_SOURCE,PROBABLE,UNVERIFIED,DUPLICATE_REVIEW,PROBABLE_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM",BAFOUSSAM,Ouest,MINSANTE,SINGLE_SOURCE,PROBABLE,UNVERIFIED,DUPLICATE_REVIEW,PROBABLE_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-0e0202b8-3175-4db9-890d-0294057239a1,ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-f56097c9-ac2a-4bae-95af-2838aed0033f,INSTITUT DES SCIENCES DE LA SANTE POOLA DE BAFOUSSAM,BAFOUSSAM,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-500e77b8-68a9-4e4f-8e0f-032890ff8520,INSTITUT DES SCIENCES MEDICO-SANITAIRES LES ARGUS DE BANDJOUN,BANDJOUN,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-27a2a636-eced-4971-8f62-67d8d1028ab3,"INSTITUT TROPICAL DE FORMATION EN PLAIES CHRONIQUES ET EN SOINS INFIRMIERS ""MOULLEC"" DE BALEVENG",BALEVENG,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-a2f1cf0b-520e-42b1-bb84-81a20f9de8a3,INSTITUT INTERNATIONAL DE FORMATION DE PERSONNELS PARAMEDICAUX IFOPP DE FOUMBOT,FOUMBOT,Ouest,MINSANTE,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CATEGORY_REVIEW,NO_MATCH,,false,false,main_category/sub_category/education_family incompatibles avec le modèle actuel — pas de migration taxonomy ce sprint.
NAT-STG-e32c3ca8-e53b-4ba6-b62f-c65139372373,AUTO ECOLE ASTRALE,Yaoundé,Centre,MINTRANSPORT,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CREATE_PUBLISHABLE_UNVERIFIED,NO_MATCH,,true,true,"identité RESOLVED, provenance complète, aucun doublon/conflit/PII/catégorie bloquant — publiable comme UNVERIFIED (jamais comme vérifié)."
NAT-STG-102106f9-af87-43af-95b0-b26b23b48f62,AUTO ECOLE FRANCAISE,Douala,Littoral,MINTRANSPORT,SINGLE_SOURCE,PROBABLE,UNVERIFIED,DUPLICATE_REVIEW,PROBABLE_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-291df929-51c2-404f-9897-69691d1fd5c5,AUTO ECOLE GERMANIA,Douala,Littoral,MINTRANSPORT,SINGLE_SOURCE,RESOLVED,UNVERIFIED,SOURCE_REVIEW,NO_MATCH,,false,false,"provenance traçable mais incomplète (ex. URL de listing générique partagée, pas d'URL par-institution/sha256) — insuffisant pour publication même non vérifiée."
NAT-STG-4675ea88-33c8-486a-9350-fe90a3cf19de,AUTO ECOLE LEO,Yaoundé,Centre,MINTRANSPORT,SINGLE_SOURCE,RESOLVED,UNVERIFIED,SOURCE_REVIEW,NO_MATCH,,false,false,"provenance traçable mais incomplète (ex. URL de listing générique partagée, pas d'URL par-institution/sha256) — insuffisant pour publication même non vérifiée."
NAT-STG-151c2f2e-03b6-4788-8943-bb505ffef5f2,AUTO ECOLE TRECY,Yaoundé,Centre,MINTRANSPORT,SINGLE_SOURCE,RESOLVED,UNVERIFIED,SOURCE_REVIEW,NO_MATCH,,false,false,"provenance traçable mais incomplète (ex. URL de listing générique partagée, pas d'URL par-institution/sha256) — insuffisant pour publication même non vérifiée."
NAT-STG-b58c7fab-5507-43ac-a2a8-51cb2edaa483,AUTO ECOLE TURBO,Yaoundé,Centre,MINTRANSPORT,SINGLE_SOURCE,RESOLVED,UNVERIFIED,SOURCE_REVIEW,NO_MATCH,,false,false,"provenance traçable mais incomplète (ex. URL de listing générique partagée, pas d'URL par-institution/sha256) — insuffisant pour publication même non vérifiée."
NAT-STG-6399733e-a1ee-4b50-bccc-8c69b855d246,AUTO ECOLE TURBO NKOMKANA,Yaoundé,Centre,MINTRANSPORT,SINGLE_SOURCE,RESOLVED,UNVERIFIED,SOURCE_REVIEW,NO_MATCH,,false,false,"provenance traçable mais incomplète (ex. URL de listing générique partagée, pas d'URL par-institution/sha256) — insuffisant pour publication même non vérifiée."
NAT-STG-5f676060-316e-4c6e-af81-494b763ab8a5,METROPOLITAINE INTERNATIONALE SCES,Yaoundé,Centre,MINTRANSPORT,SINGLE_SOURCE,UNRESOLVED,UNVERIFIED,DUPLICATE_REVIEW,PROBABLE_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-ec24ec67-354c-48ba-bfd7-fd597178674d,EMIPAC (École Maritime Industrielle et Portuaire de l'Afrique Centrale),Douala,Littoral,MINTRANSPORT,CORROBORATED,PROBABLE,UNVERIFIED,DUPLICATE_REVIEW,PROBABLE_MATCH,,false,false,signal de doublon sérieux (staging duplicate_review ou matching STRONG/PROBABLE_MATCH) non résolu.
NAT-STG-6a28f7f2-0a2a-44fc-8290-6ce2f54fff01,IT2MIP (Institut des Technologies de la Marine Marchande et Industrie Portuaire),Douala,Littoral,MINTRANSPORT,SINGLE_SOURCE,CONFLICTING,UNVERIFIED,IDENTITY_REVIEW,PROBABLE_MATCH,,false,false,identity_confidence=CONFLICTING ou matching AMBIGUOUS — identité non résolue avec suffisamment de certitude.
NAT-STG-c8491b99-30b0-449e-9689-97ca3521fd7a,Centre de formation professionnelle maritime « Le Paquebot »,Douala,Littoral,MINTRANSPORT,SINGLE_SOURCE,RESOLVED,UNVERIFIED,CREATE_PUBLISHABLE_UNVERIFIED,NO_MATCH,,true,true,"identité RESOLVED, provenance complète, aucun doublon/conflit/PII/catégorie bloquant — publiable comme UNVERIFIED (jamais comme vérifié)."
NAT-STG-b8ddca4c-475c-4320-86e4-d9392f36cb8b,École de Formation (EFO) - CCAA,Yaoundé,Centre,MINTRANSPORT,CORROBORATED,RESOLVED,UNVERIFIED,CREATE_PUBLISHABLE_UNVERIFIED,NO_MATCH,,true,true,"identité RESOLVED, provenance complète, aucun doublon/conflit/PII/catégorie bloquant — publiable comme UNVERIFIED (jamais comme vérifié)."
NAT-ART-MINTRANSPORT-2f28af802b69032f,AUTO ECOLE MONTHE,,,MINTRANSPORT,SINGLE_SOURCE,UNRESOLVED,UNVERIFIED,DEFERRED,NOT_EVALUATED,,false,false,MISSING_SOURCE_URL | aucune source_url citable trouvée — ne jamais fabriquer une provenance.
NAT-ART-MINTRANSPORT-f22f05ce82f10639,AUTO ECOLE APPRENDRE & AIMER LA CONDUITE,,,MINTRANSPORT,SINGLE_SOURCE,UNRESOLVED,UNVERIFIED,DEFERRED,NOT_EVALUATED,,false,false,MISSING_SOURCE_URL | aucune source_url citable trouvée — ne jamais fabriquer une provenance.
NAT-ART-MINTRANSPORT-59fcff802d0f2cdd,Centre d'Instruction Maritime et Portuaire,,,MINTRANSPORT,SINGLE_SOURCE,UNRESOLVED,UNVERIFIED,DEFERRED,NOT_EVALUATED,,false,false,MISSING_SOURCE_URL | aucune source_url citable trouvée — ne jamais fabriquer une provenance.
NAT-ART-MINTRANSPORT-b9ccb441662babdf,IRDSM Aviation,,,MINTRANSPORT,SINGLE_SOURCE,UNRESOLVED,UNVERIFIED,DEFERRED,NOT_EVALUATED,,false,false,MISSING_SOURCE_URL | aucune source_url citable trouvée — ne jamais fabriquer une provenance.
NAT-ART-MINTRANSPORT-36bcd6d012798be9,Fleet Management Academy,,,MINTRANSPORT,SINGLE_SOURCE,UNRESOLVED,UNVERIFIED,DEFERRED,NOT_EVALUATED,,false,false,MISSING_SOURCE_URL | aucune source_url citable trouvée — ne jamais fabriquer une provenance.
