candidate_id,name,ministry,final_v1_classification
MINESUP-E:Institut Universitaire SIANTOU,Institut Universitaire SIANTOU,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut Universitaire de Technologie et des Sciences du Sahel (IUTESSA),Institut Universitaire de Technologie et des Sciences du Sahel (IUTESSA),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut Universitaire de la Côte (IUC),Institut Universitaire de la Côte (IUC),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut Universitaire des Sciences Pétrolières et de Magement (IUSPM),Institut Universitaire des Sciences Pétrolières et de Magement (IUSPM),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut Universitaire des Sciences et de Management (IUSM),Institut Universitaire des Sciences et de Management (IUSM),MINESUP,DEFERRED_V2_DUPLICATE
"MINESUP-E:Institut Universitaire des Sciences, des Technologies et de l’Ethique (IUSTE).","Institut Universitaire des Sciences, des Technologies et de l’Ethique (IUSTE).",MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut Universitaire du Golfe de Guinée (IUG),Institut Universitaire du Golfe de Guinée (IUG),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut Universitaire d’Eseka (IUE),Institut Universitaire d’Eseka (IUE),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut Universitaire et Stratégique de l’Estuaire,Institut Universitaire et Stratégique de l’Estuaire,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut de Haute Technologie et Management (IHTM),Institut de Haute Technologie et Management (IHTM),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut de Management et de Marketing Supérieur de Commerce (I2M Sup de Co Cameroun),Institut de Management et de Marketing Supérieur de Commerce (I2M Sup de Co Cameroun),MINESUP,DEFERRED_V2_DUPLICATE
"MINESUP-E:Institut de Technologie de l’Industrie, du Management et de l’Entrepreneuriat (INTIME)","Institut de Technologie de l’Industrie, du Management et de l’Entrepreneuriat (INTIME)",MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut des Beaux-Arts CHEIKH ANTA DIOP,Institut des Beaux-Arts CHEIKH ANTA DIOP,MINESUP,DEFERRED_V2_DUPLICATE
"MINESUP-E:Institut des Etudes Supérieures de Science, d’Industrie et des Techniques de Gestion (IHES-SITG)","Institut des Etudes Supérieures de Science, d’Industrie et des Techniques de Gestion (IHES-SITG)",MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut des Sciences Economiques et Informatiques de Gestion (ISEIG),Institut des Sciences Economiques et Informatiques de Gestion (ISEIG),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut d’Afrique Unie,Institut d’Afrique Unie,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut d’Emergence de la Santé et des Sciences Biomédicales de Ngaoundéré ( INESSBIN),Institut d’Emergence de la Santé et des Sciences Biomédicales de Ngaoundéré ( INESSBIN),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institut universitaire Bengono Touré,Institut universitaire Bengono Touré,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Institute of Professional Studies (IPS),Institute of Professional Studies (IPS),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:International Bilingual Academy Yaoundé (IBAY-SUP),International Bilingual Academy Yaoundé (IBAY-SUP),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:International School of Hospitality and Professional Education (ISHOPE),International School of Hospitality and Professional Education (ISHOPE),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Kesmonds International University Institute,Kesmonds International University Institute,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:La Centrale des Mé4tiers du Numérique et des Affaires Diockni (CEMENAD),La Centrale des Mé4tiers du Numérique et des Affaires Diockni (CEMENAD),MINESUP,DEFERRED_V2_DUPLICATE
"MINESUP-E:Laureats Higher Institute of Business, Administration and Technology Sciences (LAHIBATS)","Laureats Higher Institute of Business, Administration and Technology Sciences (LAHIBATS)",MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Maflekumen Higher Institute of Health Sciences Buea,Maflekumen Higher Institute of Health Sciences Buea,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Meridian Higher Institute of Professional Studies (MHIPS),Meridian Higher Institute of Professional Studies (MHIPS),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:PK FOKAM Higher Institute,PK FOKAM Higher Institute,MINESUP,DEFERRED_V2_SOURCE
MINESUP-E:PRIMETEC Higher Institute of Technology,PRIMETEC Higher Institute of Technology,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Pan African Institute for Development (PAID),Pan African Institute for Development (PAID),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Panafrican Institute of Strategy and Technology (PIST),Panafrican Institute of Strategy and Technology (PIST),MINESUP,DEFERRED_V2_DUPLICATE
"MINESUP-E:Pro Africa Higher Institute of Medical, Management Science and Technology (PAMTS)","Pro Africa Higher Institute of Medical, Management Science and Technology (PAMTS)",MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Professional Higher Institute of Business Management and Technology (PHIBMAT),Professional Higher Institute of Business Management and Technology (PHIBMAT),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Prépa Vogt,Prépa Vogt,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:RAPUS International Institute School (RIIS),RAPUS International Institute School (RIIS),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:ROTAS Institut Supérieur de Management et de Gestion (ROTAS-ISMG),ROTAS Institut Supérieur de Management et de Gestion (ROTAS-ISMG),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Rapha Higher Institute of Health and Biomedical Sciences Kumba (RAPHIHK),Rapha Higher Institute of Health and Biomedical Sciences Kumba (RAPHIHK),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Redemption Higher Institute of Biomedical and Management Sciences,Redemption Higher Institute of Biomedical and Management Sciences,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:ST Joan of Arc Higher Institute of Medical and Management Sciences,ST Joan of Arc Higher Institute of Medical and Management Sciences,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Saint Louis Higher Institute of Engineering and Technology (SLHIET),Saint Louis Higher Institute of Engineering and Technology (SLHIET),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Saint Mary's Higher Institution (SMHI),Saint Mary's Higher Institution (SMHI),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Sanda Institut Supérieur de Management (SISMA),Sanda Institut Supérieur de Management (SISMA),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Sky High Higher Institute of Engineering and Business (SHIIEB),Sky High Higher Institute of Engineering and Business (SHIIEB),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:St Louis Higher Institute of Medical Studies – Douala (SLHIMS),St Louis Higher Institute of Medical Studies – Douala (SLHIMS),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Swisslink Higher Institute of Business and Technology (SHIBAT),Swisslink Higher Institute of Business and Technology (SHIBAT),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:TRUSTECH Higher Institute of Technology and Professional,TRUSTECH Higher Institute of Technology and Professional,MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:The Vaal Institute of Technology (VIT),The Vaal Institute of Technology (VIT),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:University of Bamenda,University of Bamenda,MINESUP,REJECTED_INVALID
MINESUP-E:University of Buea,University of Buea,MINESUP,REJECTED_INVALID
MINESUP-E:Université Adventiste Cosendai,Université Adventiste Cosendai,MINESUP,DEFERRED_V2_SOURCE
MINESUP-E:Université d'Ebolowa,Université d'Ebolowa,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Bertoua,Université de Bertoua,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Douala,Université de Douala,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Dschang,Université de Dschang,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Garoua,Université de Garoua,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Maroua,Université de Maroua,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Ngaoundéré,Université de Ngaoundéré,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Yaoundé 1,Université de Yaoundé 1,MINESUP,REJECTED_INVALID
MINESUP-E:Université de Yaoundé 2,Université de Yaoundé 2,MINESUP,REJECTED_INVALID
MINESUP-E:Yaounde School of Economics and Management (YSEM),Yaounde School of Economics and Management (YSEM),MINESUP,DEFERRED_V2_DUPLICATE
MINESUP-E:Yaoundé International Business School (YIBS),Yaoundé International Business School (YIBS),MINESUP,DEFERRED_V2_DUPLICATE
MINSANTE-PILOT:0e0202b8-3175-4db9-890d-0294057239a1,ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM,MINSANTE,DEFERRED_V2_CATEGORY
MINSANTE-PILOT:265476d2-d4fe-4e6d-adc7-39cabdc01fa8,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM,MINSANTE,DEFERRED_V2_DUPLICATE
MINSANTE-PILOT:276633af-df10-4d1e-b91e-596c7a50ed34,ECOLE DES METIERS DE LA SANTE EMES DE BAMOUGOUM,MINSANTE,DEFERRED_V2_DUPLICATE
MINSANTE-PILOT:27a2a636-eced-4971-8f62-67d8d1028ab3,"INSTITUT TROPICAL DE FORMATION EN PLAIES CHRONIQUES ET EN SOINS INFIRMIERS ""MOULLEC"" DE BALEVENG",MINSANTE,DEFERRED_V2_CATEGORY
MINSANTE-PILOT:2c29d228-e387-4db1-a855-7425c05e6a96,ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM,MINSANTE,DEFERRED_V2_DUPLICATE
MINSANTE-PILOT:3c04b5c8-4a6d-4ad8-b625-bda87186c800,COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN,MINSANTE,DEFERRED_V2_CATEGORY
MINSANTE-PILOT:500e77b8-68a9-4e4f-8e0f-032890ff8520,INSTITUT DES SCIENCES MEDICO-SANITAIRES LES ARGUS DE BANDJOUN,MINSANTE,DEFERRED_V2_DUPLICATE
MINSANTE-PILOT:5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM",MINSANTE,DEFERRED_V2_DUPLICATE
MINSANTE-PILOT:68c3cd5b-de66-4f3c-9c3c-fdbdaad7f54c,COMPLEXE DE FORMATION DES PERSONNELS DE SANTE � ROIS MAGES � COFPSAROMA DE BALENG,MINSANTE,DEFERRED_V2_CATEGORY
MINSANTE-PILOT:7517d1df-be2c-4b4e-bb15-fc4548735739,ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM,MINSANTE,DEFERRED_V2_DUPLICATE
MINSANTE-PILOT:8bf90bbd-3520-4f16-8cd7-e708892473bd,COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA,MINSANTE,DEFERRED_V2_CATEGORY
MINSANTE-PILOT:92c96f6f-bf11-4de7-b9cf-44f2be0564b4,ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM,MINSANTE,DEFERRED_V2_CATEGORY
MINSANTE-PILOT:a2f1cf0b-520e-42b1-bb84-81a20f9de8a3,INSTITUT INTERNATIONAL DE FORMATION DE PERSONNELS PARAMEDICAUX IFOPP DE FOUMBOT,MINSANTE,DEFERRED_V2_CATEGORY
MINSANTE-PILOT:f56097c9-ac2a-4bae-95af-2838aed0033f,INSTITUT DES SCIENCES DE LA SANTE POOLA DE BAFOUSSAM,MINSANTE,DEFERRED_V2_DUPLICATE
MINSANTE-QUARANTINE:imagerie-medicale,"Imagerie Médicale (MINSANTE program-level quarantine — up to 31 physical rows, never staged)",MINSANTE,DEFERRED_V2_DOCUMENTARY
MINSANTE-QUARANTINE:sciences-pharmaceutiques,"Sciences Pharmaceutiques (MINSANTE program-level quarantine, 32 candidates)",MINSANTE,DEFERRED_V2_DOCUMENTARY
MINTRANSPORT:TC-09,AUTO ECOLE MONTHE,MINTRANSPORT,DEFERRED_V2_MISSING_PROVENANCE
MINTRANSPORT:TC-10,AUTO ECOLE APPRENDRE & AIMER LA CONDUITE,MINTRANSPORT,DEFERRED_V2_MISSING_PROVENANCE
MINTRANSPORT:TC-14,Centre d'Instruction Maritime et Portuaire,MINTRANSPORT,DEFERRED_V2_MISSING_PROVENANCE
MINTRANSPORT:TC-16,IRDSM Aviation,MINTRANSPORT,DEFERRED_V2_MISSING_PROVENANCE
MINTRANSPORT:TC-17,Fleet Management Academy,MINTRANSPORT,DEFERRED_V2_MISSING_PROVENANCE
MINTRANSPORT:TC-remaining-9,"9 remaining MINTRANSPORT Tier-3 candidates (of the 12-candidate 'insertable' bucket, excluding the 3 already published: EFO-CCAA, Le Paquebot, AUTO ECOLE ASTRALE)",MINTRANSPORT,DEFERRED_V2_CROSS_MINISTRY
